,movie_id,movie_title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,total_seasons,overall_rating
7602,ts221362,The Family Man,SHOW,"The story of a middle-class man who works for a special cell of the National Investigation Agency. While he tries to protect the nation from terrorists, he also has to protect his family from the impact of his secretive, high-pressure, and low paying job.",2019,TV-14,45,"['action', 'comedy', 'drama']",['IN'],2.0,tt9544034,8.7,82123.0,17.633,7.8,2,8.25
7635,ts223977,Ted Bundy: Falling for a Killer,SHOW,"After years of silence, Ted Bundy’s long-term girlfriend Elizabeth Kendall, her daughter Molly, and other survivors come forward for the first time in a docuseries that reframes Bundy’s crimes from a female perspective. The series reveals how Bundy’s pathological hatred of women collided with the culture wars and the feminist movement of the 1970s in one of the most infamous crime stories of our time.",2020,TV-MA,46,"['documentation', 'crime']",['US'],1.0,tt11141900,7.8,2444.0,5.768,7.7,1,7.75
7646,ts87233,Lorena,SHOW,"This four-part docuseries investigates the events of 1993, where Lorena Bobbitt sliced off her husband's penis after years of abuse. John and Lorena Bobbitt's stories exploded into a 24-hour news cycle. She became a national joke, her suffering ignored by the male-dominated press. But as John spiraled downward, Lorena found strength in the scars of her ordeal.",2019,TV-MA,63,"['crime', 'documentation', 'romance']",['US'],1.0,tt0459699,7.2,2032.0,5.281,6.9,1,7.050000000000001
7668,ts237051,The Last Narc,SHOW,"In 1985, American DEA agent Enrique “Kiki” Camarena was kidnapped, tortured, and murdered by Mexico’s most notorious drug lords. Thirty-five years later, three former cartel insiders share unprecedented details. This is the story of Camarena, the drug cartel he infiltrated, and the narc who risked everything to discover the truth.",2020,TV-MA,46,"['documentation', 'crime']",['US'],1.0,tt12163674,8.6,2347.0,5.887,7.0,1,7.8
7673,ts236482,El Presidente,SHOW,The head of a small Chilean football club becomes a key player in the 2015 FIFA corruption scandal.,2020,TV-MA,56,"['drama', 'documentation', 'sport']",['CL'],1.0,tt14656362,8.4,20.0,21.045,7.2,1,7.800000000000001
7681,ts133315,Dark/Web,SHOW,A programmer's mysterious disappearance leads to the reunion of old friends and the discovery that the strange stories she left behind may hold clues to an impending technological crisis.,2019,TV-14,38,"['thriller', 'horror', 'scifi']",['US'],1.0,tt5600406,5.4,805.0,5.336,6.6,1,6.0
7707,ts255185,The Challenge: ETA,SHOW,"The story of how the Guardia Civil, a militarized police force, fought for nearly half a century against ETA, a ruthless terrorist gang dedicated to murder, kidnapping, extortion and arms and drug smuggling while cynically demanding independence for the Basque Country in northern Spain.",2020,TV-MA,57,"['war', 'documentation']",['ES'],1.0,tt12642796,8.2,563.0,3.506,6.1,1,7.1499999999999995
7713,ts88565,This Giant Beast That is the Global Economy,SHOW,"Through the curious mind of host Kal Pen, see firsthand all the surprising ways the economy interconnects and impacts the lives of people all over the planet.",2019,TV-14,42,['documentation'],['US'],1.0,tt8450534,7.7,759.0,1.201,9.4,1,8.55
7724,ts217261,Take Us Home: Leeds United,SHOW,"English football's 'fallen giant', Leeds United, starts a journey to win promotion back to the Premier League. New owner Andrea Radrizzani has recruited a world-class head coach, Marcelo Bielsa, to lead the team back to the promised land.",2019,TV-14,44,"['sport', 'documentation', 'drama']",['GB'],2.0,tt15740354,8.0,1968.0,7.606,6.2,2,7.1
7745,ts105708,This Is Football,SHOW,"A documentary series that captures the emotions, stories, passions and triumphs surrounding the international sport of football.",2019,TV-14,58,"['documentation', 'sport']",['GB'],1.0,tt9170224,8.1,652.0,2.272,6.0,1,7.05
7747,ts192297,Morphle,SHOW,"Mila's dad runs the only magic pet store in the city - a fantastical place where you can find all sorts of cute and quirky pets who each have their own unique magic powers, and he has gifted Mila the most magic pet of all, Morphle.",2019,TV-Y,6,"['animation', 'family']","['GB', 'NL']",5.0,tt10087694,5.1,77.0,2.388,10.0,5,7.55
7773,ts87694,Four More Shots Please,SHOW,"Four unapologetically flawed women live, love, blunder and discover what really makes them tick through friendship and tequila in millennial Mumbai.",2019,TV-MA,38,"['drama', 'comedy', 'romance']",['IN'],2.0,tt8242548,6.9,21858.0,4.867,7.4,2,7.15
7779,ts215237,My Paranormal Nightmare,SHOW,"Paranormal witnesses recount terrifying tales of violent hauntings that have plagued their nightmares since childhood. Now adults, they go back in time to the horrific encounters with compelling and convincing first-person testimonies.",2020,TV-PG,43,"['drama', 'horror', 'reality']",['US'],1.0,tt10491760,6.2,58.0,0.734,8.3,1,7.25
7821,ts187574,El Candidato,SHOW,"Wayne Addison, a veteran CIA officer returns to Mexico City to take down the country's most powerful drug dealer: Rafael Bautista.",2020,TV-MA,53,"['thriller', 'action']",['MX'],1.0,tt16442544,7.5,769.0,8.996,7.0,1,7.25
7841,ts237536,Panchayat,SHOW,"Panchayat is a comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a panchayat office in a remote village of Uttar Pradesh. Stuck between crazy villagers and a difficult village lifestyle Abhishek starts his job with the sole motivation of getting out of there as soon as possible, for which he even prepares for CAT.",2020,TV-14,30,"['drama', 'comedy']",['IN'],2.0,tt12004706,8.8,50358.0,5.753,8.4,2,8.600000000000001
7847,ts227574,Babylon,SHOW,"Seizaki Zen is a prosecutor with the Tokyo District Public Prosecutors' Office. While investigating illegal acts by a certain pharmaceutical company, Seizaki stumbles across a conspiracy over an election for an autonomous ""new zone"" established in western Tokyo.",2019,TV-MA,23,"['thriller', 'animation', 'drama', 'action']",['JP'],1.0,tt10937632,6.3,500.0,12.428,6.1,1,6.199999999999999
7848,ts94096,Spides,SHOW,"Murders, disappearances, and strange occurrences begin piling up in connection with the appearance of a new club drug called ""Blis"".",2020,TV-MA,46,['scifi'],['DE'],1.0,tt8629136,5.5,551.0,16.394,6.1,1,5.8
7870,ts262717,The Pack,SHOW,Twelve teams of dogs and their humans compete in an epic adventure across multiple continents,2020,TV-Y7,50,['reality'],[],1.0,tt12850564,6.4,555.0,1.988,7.2,1,6.800000000000001
7924,ts223059,The Test: A New Era for Australia's Team,SHOW,"A docuseries following the Australian Men’s Cricket Team, offering a behind-the-scenes look at how one of the world’s best cricket teams fell from grace and was forced to reclaim their title and integrity.",2020,TV-14,52,"['drama', 'sport', 'documentation']",['AU'],1.0,tt11347692,8.9,3050.0,1.982,7.6,1,8.25
7996,ts216637,Journal of the Mysterious Creatures,SHOW,"Yoshihito, a 23-year-old man who has no job or girlfriend. In order to make ends meet he rents out one of the rooms in his house. While he's showing Lily, his first tenant, around the house, she's suddenly attacked by a vampire named Vivian, and Yoshihito notices that Lily is actually a werewolf. As Yoshihito and Lily start living in the same house, Yoshihito is scouted for an organization that maintains order of the parallel universes, and strange creatures one after another become tenants in his house.",2019,TV-14,25,"['scifi', 'animation', 'comedy', 'fantasy']",['CN'],1.0,tt12564710,7.3,16.0,2.829,10.0,1,8.65
8025,ts251977,Pan y Circo,SHOW,"Taking back the ritual of food as a space for conversation and different points of view, actor and filmmaker Diego Luna moderates conversations that unites experts and different personalities to touch on fundamental topics of universal interest in contemporary societies, accompanied by the menus of well-known Mexican chefs.",2020,TV-MA,42,[],['MX'],2.0,tt12675790,6.6,158.0,1.933,6.7,2,6.65
8032,ts243572,Súbete a mi Moto,SHOW,The Story behind the the iconic boy band Menudo according to the creator and manager of the band,2020,TV-14,44,['drama'],['PR'],1.0,tt12248706,5.9,264.0,19.136,7.6,1,6.75
8182,ts190132,One Mic Stand,SHOW,"India's biggest actors, politicians, musicians and influencers are trained by top comedians to perform stand-up comedy for their very first time.",2019,TV-MA,29,"['comedy', 'reality']",['IN'],2.0,tt10183688,6.3,995.0,3.354,6.0,2,6.15
8187,ts89818,Free Meek,SHOW,"This intimate documentary series chronicles Meek Mill's transformation from chart-topping rapper to galvanizing face of criminal justice reform. As Meek, his family and his legal team fight for his freedom, cameras capture the birth of the #FREEMEEK movement and re-investigate a case filled with allegations of dirty cops and systemic corruption in a broken judicial system.",2019,TV-MA,38,['documentation'],['US'],1.0,tt8462276,6.1,501.0,2.31,10.0,1,8.05
8214,ts88435,Big Dogs,SHOW,"In a violent, alternate reality of New York City besieged by race riots, financial collapse, and a surging crime wave , an underworld economy of illegal nightclubs is thriving. Detective Santiago is tasked to crack down on these clubs. When he meets his new partner, Everett More, Santiago discovers there are numerous government agencies and crime organizations circling NYC and vying for control.",2020,TV-14,54,"['crime', 'thriller', 'drama', 'action']",['US'],1.0,tt6599010,5.6,606.0,4.322,5.5,1,5.55
8302,ts88367,Costume Quest,SHOW,"Wren, Reynold, Everett and Lucy face off against ferocious, nougat-munching monsters that lurk in the shadows of the sleepy town of Auburn Hollow. They must learn to use their imaginations to unlock the magical powers of their homemade costumes and save the universe on a night where monsters reign... Halloween!",2019,TV-Y7,24,"['scifi', 'animation', 'family']",['US'],1.0,tt6536550,7.2,199.0,1.908,8.7,1,7.949999999999999
8371,ts251536,Prime Rewind: Inside The Boys,SHOW,"Aftershow for the show ""The Boys"" featuring members of the cast, creative team and other special guests.",2020,TV-MA,27,[],[],1.0,tt12996012,5.6,182.0,5.762,7.2,1,6.4
8740,ts237746,Regular Heroes,SHOW,An eight-episode docuseries highlighting the contributions and personal sacrifices of some of today's most generous individuals who are going above and beyond to support their communities during the COVID-19 crisis.,2020,TV-PG,29,['documentation'],['US'],1.0,tt12262372,6.5,52.0,2.517,5.5,1,6.0
8926,ts269167,Outer Range,SHOW,"A rancher fighting for his land and family stumbles upon an unfathomable mystery at the edge of Wyoming’s wilderness, forcing a confrontation with the Unknown in ways both intimate and cosmic in the untamable American West.",2022,TV-MA,50,"['western', 'drama', 'thriller']",['US'],1.0,tt11685912,7.3,11642.0,62.728,7.6,1,7.449999999999999
8928,ts287292,From,SHOW,"Unravel the mystery of a nightmarish town in middle America that traps all those who enter. As the unwilling residents fight to keep a sense of normalcy and search for a way out, they must also survive the threats of the surrounding forest – including the terrifying creatures that come out when the sun goes down.",2022,TV-MA,50,"['scifi', 'thriller', 'drama', 'horror']",['US'],1.0,tt15132932,7.8,662.0,47.894,8.5,1,8.15
8929,ts225125,The First Lady,SHOW,"A revelatory reframing of American leadership through the lens of the First Ladies. Exploring everything from their journeys to Washington, family life, and world-changing political contributions, the impact of the White House's women is no longer hidden from view.",2022,TV-MA,55,"['drama', 'history']",['US'],1.0,tt13223570,5.9,1502.0,33.353,9.0,1,7.45
8931,ts228068,Yellowjackets,SHOW,A wildly talented high school girl soccer team becomes the (un)lucky survivors of a plane crash deep in the Canadian wilderness.,2021,TV-MA,58,"['drama', 'horror', 'thriller']",['US'],2.0,tt11041332,7.9,37416.0,120.049,7.5,2,7.7
8933,ts39359,The Man Who Fell to Earth,SHOW,"An alien arrives on earth with a mission: to learn to become human and find the one woman who can help save his species. Together they discover that in order to save his world, they must first save ours.",2022,TV-MA,55,"['scifi', 'drama', 'thriller']",['US'],1.0,tt10758074,6.1,1317.0,0.6,8.5,1,7.3
8935,ts229360,Super Pumped,SHOW,"The roller-coaster ride of the upstart transportation company, embodying the highs and lows of Silicon Valley.",2022,TV-MA,59,['drama'],['US'],2.0,tt11173006,7.2,2756.0,17.426,7.6,2,7.4
8936,ts313840,The Outlaws,SHOW,"Seven strangers from different walks of life - people who would never normally interact - are forced to work together to renovate a derelict community centre. They resent the menial physical labour and they resent each other. But when one of their number gets dragged into a dangerous world of organised crime, they unite in ways none of them thought possible.",2021,TV-MA,58,"['crime', 'comedy', 'drama', 'thriller']",['GB'],1.0,tt11646832,7.6,7332.0,17.725,8.4,1,8.0
8939,ts314375,Reacher,SHOW,Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.,2022,TV-MA,49,"['action', 'crime', 'drama', 'thriller']",['US'],1.0,tt9288030,8.1,95704.0,323.037,8.3,1,8.2
